id,year,Source,PageNumber,BeginningWords,Date,Length,FrontPage,Description,subissue,issue
16260,1970,NYT Index 1970,1296,NAACP issues '69 rept,6/29/1970,9,0,The NAACP issues its 1969 reports covering its activities in the civil rights field and the defeat of Haynsworth nomination to Sup Court is noted.,201,2
16261,1970,NYT Index 1970,1298,"Excerpts,",10/13/1970,9,0,"This is an excerpt from a speech given by Rev Hesburg, in which he warns of racial injustice and racism in general and suggests guidelines for this problem;Nixon is mentioned.",201,2
16262,1970,NYT Index 1970,1300,"Beckley, W Va,",7/10/1970,9,0,"In Beckley, W Va, Mayor McCullogh dismissed a police officer and suspends another for taunting a Negro boy who dated a white girl.",201,2
16263,1970,NYT Index 1970,1302,Article on pol power,12/6/1970,9,0,This is an article on the political power structure in Harlem following the defeat of Repr Powell;other Black leaders are described and discussed.,201,2
16264,1970,NYT Index 1970,1304,2 minor fires,5/25/1970,9,0,2 minor fires damage some stores in Jackson after a brief racial outbreak involving about 100 persons;disorders started after altercation between white and Negro.,201,2
16265,1970,NYT Index 1970,1306,28-man patrol of,7/9/1970,9,1,"A 28-man patrol of black residents in Asbury Park, NJ, seek to keep blacks off the streets during curfew hours and to ease tensions.",201,2
16266,1970,NYT Index 1970,1308,Sen Brooke in city,7/14/1970,9,0,"Sen Brooke is in the city of New Bedford, Mass to ease racial tensions; demands of the Black community are given and considered.",201,2
16274,1970,NYT Index 1970,1324,Lindsay signs exec,8/25/1970,9,0,Mayor Lindsay signs an executive order barring discrimination by age or sex in the execution of city contracts.,202,2
16301,1970,NYT Index 1970,1378,Adams says few,10/9/1970,9,0,This article describes the Governor election in NYS and specifically about the Conservative party;few Blacks belong to the party because they do not feel the Conserv.'s represent their interests.,200,2
16329,1970,NYT Index 1970,1434,NYSE govs approve,2/13/1970,9,0,"NYSE govs approve an exchange membership for Searles,(the first black NYSE member).",201,2
16384,1970,NYT Index 1970,1548,Sen com votes,12/8/1970,9,0,Senate Committee votes to increase the size of income tax credits available to retired persons;max credit for a single person would rise from $229 to $281.,200,2
16469,1970,NYT Index 1970,1719,Gay Liberation Front,5/15/1970,9,0,The Gay Liberation Front and Women's Liberation Movement attempt to take over the American Psychiatric Assn session on sex problems.,202,2
16641,1970,NYT Index 1970,2063,17 persons held,6/18/1970,9,0,"17 persons are held for a Knox County, TN, grand jury on charges of disturbing public worship when Nixon spoke at a Graham rally.",207,2
16752,1970,NYT Index 1970,2285,Mrs. H B Andelin,9/28/1970,9,0,This article describes a book on womanhood and on the view that liberation advocates degrade women's importance in the home.,202,2
16763,1971,NYT Index 1971,3,RC NY archdioceses's program,5/2/1971,9,0,Archdiocese's program birthright has received more than 640 phone calls,200,2
16874,1971,NYT Index 1971,225,M E Mebane,1/2/1971,9,0,Mebane article discusses changes in treatment of black bus riders,20081,2
16956,1971,NYT Index 1971,389,Asst Atty Gen,3/10/1971,9,0,Rehnquist testifies that Justice dept opposes any legis that will impair Govt's ability to gather information on Amer citizens,208,2
17028,1971,NYT Index 1971,533,ed discusses pros,1/18/1971,9,0,ed discusses pros and cons of failure of Cong to pass desegregation bill,201,2
17029,1971,NYT Index 1971,535,Nixon and Wallace,8/15/1971,9,0,"Nixon and Wallace actions revd and their impact on desegregation considered, cartoon",201,2
17031,1971,NYT Index 1971,539,plight of Yalobusha,3/27/1971,9,0,Plight of Yalobusha county black teacher Bonner described as typical of recent dismissals of black teachers throughout South as result of desegregation,201,2
17136,1971,NYT Index 1971,749,HEW dept rules,9/23/1971,9,1,HEW Dept rules that project previously approved for central city of Philadelphia should have been rejected because it would increase segregation and thus compound soc problems,201,2
17138,1971,NYT Index 1971,753,Natl Com Against,2/16/1971,9,0,Natl Com Against Discrimination in Housing lr scores Nixon for his stand on forced integregation of nation's suburbs,201,2
17180,1971,NYT Index 1971,837,OEO rept says,9/20/1971,9,0,OEO says  that charge that Jewish poor are systematically excluded from NYC antipoverty program is not totally devoid of validity. Repr Scheuer says this is less because they are Jewish,201,2
17318,1971,NYT Index 1971,1117,Nixon Adm plans,1/4/1971,9,1,"Nixon Adm plans series of moves, to avert possible resignation of several top Negro officials who are distressed over Adm's civil rights policies",201,2
17319,1971,NYT Index 1971,1119,NAACP bd chmn Bishop,7/6/1971,9,1,"NAACP bd chmn, in reassessing Adm's civil rights stand, moderates his denunciation of Nixon as anti-Negro, cals on Nixon to provide positive leadership; Sec Stans is interrupted with feers; Sen Humphr",201,2
17370,1971,NYT Index 1971,1221,Atty Gen Mitchell,5/1/1971,9,0,"Atty Gen Mitchell attacks press for its contempt for truth and cheap surrender to instinct, charges press with circulating false rept that 28 Black Panther party members had been killed by police",200,2
17399,1971,NYT Index 1971,1283,Fed Ct ruling,10/20/1971,9,0,Fed Ct ruling in similar case in 70 involving Harisburg,200,2
17401,1971,NYT Index 1971,1287,Ital-Amer Civil Rights,3/24/1971,9,0,Ital-Amer Civil Rights League protest to Miles Laboratories regarding Alka Seltzer commercial in which man spoke with Italian accent noted; commercial was later withdrawn,200,2
17580,1971,NYT Index 1971,1645,Article on signs,9/8/1971,9,0,"Article on signs that Newark has increasingly become a black city discusses fact  that local black groups are vying for control of community radio station; FCC,",200,2
17663,1971,NYT Index 1971,1811,article on wk's,4/11/1971,9,0,"wk's developments in wiretapping: Sup Ct ruling upholding use of warrantless informer, secretly wired for sound private talks to police agents who recorded them for use as evidence in drug case",208,2
17672,1971,NYT Index 1971,1829,Article on storage,2/14/1971,9,0,storage of personal census data at Pittsburg Personal Census service Branch; privacy of records stressed,208,2
17677,1971,NYT Index 1971,1839,Pres Nixon orders,4/3/1971,9,0,Nixon orders armed services to abandon liberalized abortion procedures adoped in 70 and orders them to follow the abortion procedures of states,20081,2
17682,1971,NYT Index 1971,1849,black Army judge,3/21/1971,9,0,Black Army judge Capt says policy changes announced by Resor aimed at ending discrimination in off base housing and mil justice will require strict monitoring,201,2
17774,1972,NYT Index 1972,3,600 demonstrators rally,4/18/1972,9,0,Rally in Albany demands the appeal of the law permitting women to have abortions up to the 24th week of pregancy.  Both sides of argument are presented : comments given by Sen Brown & Assemb Donovan,20081,2
17775,1972,NYT Index 1972,5,Conn Gen Assembly,5/17/1972,9,0,Conn Gen Assembly summoned to a special session on May 16 to pass abortion bill.  Bill makes abortions illegal except to save woman's life.,20081,2
17776,1972,NYT Index 1972,7, ed hails 3-judge,9/22/1972,9,0,Editorial hails 3-judge federal court decision to strike down Conn newly enacted anti-abortion law.  Says public policy should offer option instead of forcing women to give birth.,20081,2
17780,1972,NYT Index 1972,15,La Fed Ct,3/25/1972,9,0,"La Fed Ct voids law prohibiting biracial adoptions; declares statute, which made biracial adoptions illegal, 'arbitrary, invidious racial discrimination'.",201,2
17786,1972,NYT Index 1972,27,Consumer advocate R,7/23/1972,9,0,"R Nader report charges that community mental health centers routinely exclude drug addicts, alcoholics, aged and children of ethnic and racial minorities and the poor.",200,2
17807,1972,NYT Index 1972,69,US Sup Ct,10/25/1972,9,0,"US Sup Ct unaminously, w/o hearing arguments, affirms 3-judge Fed panel's reapportionment decision to transform Ala legis. Previous practice declared violation of one man one vote doctrine.",206,2
17915,1972,NYT Index 1972,285,US Dept of,10/19/1972,9,0,US Dept of Labor to employ minority-group workers in Chicago-area construction indus; program will be administered by Urban League,201,2
17997,1972,NYT Index 1972,449,Dean P E Miller,2/6/1972,9,0,"3 professors have filed briefs in Calif Sup Ct & in Fed Dist Ct, San Fransisco, arguing that A Davis should be released on bail",200,2
18086,1972,NYT Index 1972,631,"Controversy surrounding book,",11/26/1972,9,0,"Controvery surround book, Down These Mean Streets, which was banned from libraries by Flushing, NYC, Dist 25 school bd; ban upheld by US Sup Ct which refused to review lower ct ruling",207,2
18097,1972,NYT Index 1972,653,"lrs, noting recent",2/28/1972,9,0,"lrs, noting recent controversy over racial balance busing, support busing as way to achieve equal quality educ",201,2
18098,1972,NYT Index 1972,655,Justice Dept asks,3/24/1972,9,0,Justice Dept asks US Dist Ct Judge S J Roth to defer action on Detroit ps desegregation case until Cong acts on Nixon's request for temp moratorium on busing,201,2
18099,1972,NYT Index 1972,657,Natl Cong of,5/24/1972,9,0,Natl Cong of Parents & Teachers approves resolution favoring racial balance busing,201,2
18101,1972,NYT Index 1972,661,Recent incident in,4/25/1972,9,0,incident in which US Justice Dept filed legal brief asking for delay of hearings on Detroit school desegregation case pending outcome of Nixon's antibusing proposals in Cong reptdly upsets lawyers in Justice Dept's Civil Rights Ofc,201,2
18102,1972,NYT Index 1972,663,NY Times survey,5/28/1972,9,0,"NY Times survey on natl concern over busing finds Richmond, VA, Fed Dist Ct decision earlier this yr ordering consolidation of central city and suburban counties has had natl impact",201,2
18119,1972,NYT Index 1972,697,Natl Fed of,3/17/1972,9,0,"Natl Fed of Priests' Council asks Elks, Moose, Eagles and other clubs to alter constitutions that contain discriminatory provisos",201,2
18245,1972,NYT Index 1972,949,Natl Black Pol,3/8/1972,9,0,Natl Black Pol Conv public infor chman Clendening (NY Times) repts no white reporters or news staff members will be permitted to cover press confs sponsored by NY delegation to conv; media may send black reporters & technicians,201,2
18341,1972,NYT Index 1972,1141,Article discusses operations,10/22/1972,9,0,article discusses operations of newly formed NJ Assn of Feminists Consultants; aimed at improving the econ and social status of women,202,2
18446,1972,NYT Index 1972,1351,"Falcon, Ricardo: R",9/4/1972,9,0,New Mexico:  Mexican-American civil rights leader attributes furor over Aug 27 slaying of R Falcon by service station manager to growing 'brown power' movement,201,2
18500,1972,NYT Index 1972,1459,NYC PBA criticizes,9/26/1972,9,0,NYC PBA criticizes Police comr's suggestion that dept consider recruiting by neighborhood & assigning policemen by race; mentions black & Hispanic policemen,201,2
18508,1972,NYT Index 1972,1475,Interracial Council for,7/22/1972,9,0,Interracial Council for Business Opportunity has compiled list of 172  minority suppliers of goods and services in NYC met area called 'Minority business Directory',201,2
18528,1972,NYT Index 1972,1515,Natl Emergency Civil,12/3/1972,9,0,Natl Emergency Civil Liberties Com presents its Annual Tom Paine award for upholding the principles of the Bill of Rights,200,2
18913,1972,NYT Index 1972,2293,NAACP files suit,4/8/1972,9,0,"NAACP files suit Fed ct, Ala, charging that Fed Govt is more discrimatory in employment of blacks in Ala than is state",201,2
18916,1972,NYT Index 1972,2299,Lattimore lr lauds,3/23/1972,9,0,"Lattimore lr lauds H S Commager as courageous defender of civil liberties, but disputes contention that  his (Lattimore's) career was ruined by McCarthy investigation; Internatl career enhanced; Nixon mentioned",200,2
18938,1972,NYT Index 1972,2343,US Sup Ct,10/11/1972,9,0,"US Sup Ct grants appeal of WAF (Women's Air Force) 1st Lt, brought by ACLU, contending that rule that automatically grants housing supplements & med benefits to spose of servicemen, while denying similar benefits to husbands of servicewomen",202,2
18943,1972,NYT Index 1972,2353,Fed Judge I,10/15/1972,9,0,Fed Judge I DeMent dismisses US Govt as defendant in suit brought against Govt by Southern Poverty Law Center on behalf of 2 blacks who maintained that they had been repeatedly overlook for promotionsi n their Air Force jobs,202,2
18946,1972,NYT Index 1972,2359,ed praises Sup,12/24/1972,9,0,"ed praises Sup ct ruling that prohibits compulsion of West Pt & Annapolis students to attend religious services, calling it enlightened effort to block those who seek to sanction war by mixing religious & mil ritual;",207,2
19037,1972,NYT Index 1972,2541,N Bryant article,12/5/1972,9,0,"article warns women's liberation movement to consider plight of wrasse fish, which live in waters around Autralia's great Barrier Reef; Comparison made between lifestyle of femal fish and the role of women in today's society",202,2
19038,1972,NYT Index 1972,2543,"Dr B Spock,",7/30/1972,9,0,"Dr B Spock, nominated pres candidate by People's Party, coalition of radical groups in US, calls for end to sex discrimination",202,2
19050,1973,NYT Index 1973,3,Prof P Ramsey,2/3/1973,9,0,"Prof P Ramsey Lr scores Sup Ct desision on abortion; maintains people and their elected reprs, rather than judiciary, should decide important public questions.",20081,2
